,Random (1),Cooperate (1),Cooperate (2),Defect (2),Defect (3),Unforgiving (3),Cooperate (4),Unforgiving (4),Random (5),Defect (5)
136,2.048484848,1.396226415,1.113924051,1.933333333,1.777777778,1.136986301,2,2,0.947368421,1.534090909
137,2.054216867,1.3875,1.113924051,1.933333333,1.777777778,1.136986301,2,2,0.947368421,1.534090909
138,2.05988024,1.378881988,1.113924051,1.933333333,1.777777778,1.171052632,2,2,0.947368421,1.525139665
139,2.05988024,1.378881988,1.128834356,1.940397351,1.786206897,1.174193548,2,2,0.947368421,1.525139665
140,2.052941176,1.382716049,1.125748503,1.954248366,1.786206897,1.174193548,2,2,0.947674419,1.525139665
141,2.057803468,1.374233129,1.125748503,1.954248366,1.783783784,1.166666667,2,2,0.942196532,1.525139665
142,2.057803468,1.381818182,1.112426036,1.967741935,1.77852349,1.165605096,2,2,0.949152542,1.522222222
143,2.057803468,1.381818182,1.112426036,1.967741935,1.786666667,1.179012346,2,2,0.944134078,1.524590164
144,2.068181818,1.376470588,1.105882353,1.974358974,1.794701987,1.171779141,2,2,0.940540541,1.524590164
145,2.055865922,1.380116959,1.099415205,1.98089172,1.784313725,1.181818182,2,2,0.941798942,1.52972973
146,2.055865922,1.380116959,1.10982659,1.956521739,1.784313725,1.181818182,2,2,0.941798942,1.545454545
147,2.054945055,1.38372093,1.10982659,1.956521739,1.784313725,1.191616766,2,2,0.941798942,1.544502618
148,2.054945055,1.38372093,1.10982659,1.944785276,1.784313725,1.191616766,2,2,0.9375,1.544502618
149,2.065217391,1.367816092,1.10982659,1.944785276,1.772151899,1.194117647,2,2,0.937823834,1.544502618
150,2.065217391,1.375,1.10982659,1.944785276,1.772151899,1.194117647,2,2,0.93814433,1.552083333
151,2.053475936,1.378531073,1.113636364,1.951219512,1.7875,1.180232558,2,2,0.93814433,1.549222798
152,2.063492063,1.363128492,1.117318436,1.946107784,1.7875,1.189655172,2,2,0.933333333,1.546391753
153,2.057591623,1.363128492,1.111111111,1.952380952,1.809815951,1.169491525,2,2,0.939086294,1.546391753
154,2.072164948,1.340659341,1.104972376,1.958579882,1.807228916,1.161111111,2,2,0.939086294,1.553846154
155,2.06122449,1.340659341,1.086956522,1.976744186,1.807228916,1.161111111,2,2,0.939393939,1.553846154
156,2.070707071,1.326086957,1.096774194,1.976744186,1.807228916,1.161111111,2,2,0.934673367,1.553846154
157,2.07,1.326086957,1.085106383,1.966292135,1.814371257,1.163934426,2,2,0.935643564,1.551020408
158,2.07,1.333333333,1.089005236,1.972067039,1.80952381,1.172043011,2,2,0.935643564,1.558375635
159,2.082926829,1.319371728,1.089005236,1.972067039,1.816568047,1.165775401,2,2,0.941463415,1.565656566
160,2.080952381,1.319587629,1.092783505,1.977777778,1.816568047,1.174603175,2,2,0.937198068,1.565656566
161,2.075117371,1.312820513,1.076142132,1.994535519,1.816568047,1.174603175,2,2,0.937198068,1.572864322
162,2.069767442,1.319796954,1.076142132,1.994535519,1.816568047,1.183246073,2,2,0.937198068,1.571428571
163,2.069767442,1.319796954,1.076142132,1.994535519,1.816568047,1.191709845,2,2,0.937198068,1.571428571
164,2.069767442,1.319796954,1.085427136,1.994535519,1.816568047,1.191709845,2,2,0.937198068,1.571428571
165,2.073732719,1.316582915,1.085427136,1.994535519,1.816568047,1.191709845,2,2,0.937198068,1.571428571
166,2.073394495,1.32,1.085427136,1.994535519,1.823529412,1.18556701,2,2,0.937198068,1.565853659
167,2.073059361,1.323383085,1.08,2,1.823529412,1.193877551,2,2,0.9375,1.565853659
168,2.063348416,1.330049261,1.074626866,1.994652406,1.837209302,1.181818182,2,2,0.942857143,1.565853659
169,2.066666667,1.326829268,1.074626866,1.984126984,1.837209302,1.19,2,2,0.938388626,1.563106796
170,2.066666667,1.326829268,1.058823529,2,1.837209302,1.19,2,2,0.938388626,1.557692308
171,2.066666667,1.326829268,1.048543689,2,1.843930636,1.184079602,2,2,0.948356808,1.564593301
172,2.066666667,1.326829268,1.057692308,2,1.850574713,1.18627451,2,2,0.948356808,1.564593301
173,2.057268722,1.326829268,1.052631579,2.005076142,1.870056497,1.169082126,2,2,0.948598131,1.559241706
174,2.051948052,1.326829268,1.052631579,1.994974874,1.876404494,1.163461538,2,2,0.948598131,1.559241706
175,2.051724138,1.330097087,1.056603774,2,1.879120879,1.152380952,2,2,0.948837209,1.556603774
176,2.046808511,1.333333333,1.056603774,2,1.879120879,1.160377358,2,2,0.948837209,1.556603774
177,2.046610169,1.336538462,1.056603774,2,1.86631016,1.154929577,2,2,0.948837209,1.55399061
178,2.042016807,1.336538462,1.060465116,2.004975124,1.872340426,1.157407407,2,2,0.948837209,1.55399061
179,2.041666667,1.336538462,1.060465116,2.004975124,1.872340426,1.165137615,2,2,0.949074074,1.55399061
180,2.033057851,1.336538462,1.060465116,2.004975124,1.878306878,1.167420814,2,2,0.954545455,1.548837209
181,2.033057851,1.336538462,1.060465116,2.004975124,1.875,1.162162162,2,2,0.954545455,1.546296296
182,2.033057851,1.336538462,1.050691244,2.014778325,1.875,1.169642857,2,2,0.959459459,1.541284404
183,2.033057851,1.336538462,1.04587156,2.019607843,1.875,1.169642857,2,2,0.959459459,1.541284404
184,2.036885246,1.333333333,1.04109589,2.004784689,1.870466321,1.176211454,2,2,0.959641256,1.541284404
185,2.036585366,1.339622642,1.04109589,2.004784689,1.87628866,1.171052632,2,2,0.959641256,1.531531532
186,2.036585366,1.339622642,1.04109589,2.004784689,1.887755102,1.168103448,2,2,0.955357143,1.529147982
187,2.036585366,1.339622642,1.04109589,2.004784689,1.887755102,1.175213675,2,2,0.955555556,1.529147982
188,2.036437247,1.348837209,1.036363636,1.990654206,1.893401015,1.170212766,2,2,0.960526316,1.535714286
189,2.036,1.342592593,1.036363636,1.972477064,1.893401015,1.170212766,2,2,0.960526316,1.533333333
190,2.036,1.348623853,1.053571429,1.972477064,1.893401015,1.170212766,2,2,0.960869565,1.530973451
191,2.036,1.348623853,1.053571429,1.972477064,1.898989899,1.165254237,2,2,0.956709957,1.530973451
192,2.039840637,1.342465753,1.053571429,1.972477064,1.895522388,1.167364017,2,2,0.952586207,1.530973451
193,2.043650794,1.336363636,1.070175439,1.972477064,1.895522388,1.167364017,2,2,0.952586207,1.532751092
194,2.043650794,1.336363636,1.07826087,1.954954955,1.892156863,1.1625,2,2,0.948497854,1.539130435
195,2.043650794,1.336363636,1.068965517,1.964285714,1.894230769,1.159836066,2,2,0.948497854,1.539130435
196,2.039370079,1.336363636,1.076923077,1.964285714,1.899521531,1.168674699,2,2,0.953191489,1.545454545
197,2.04296875,1.333333333,1.072340426,1.968888889,1.895238095,1.168,2,2,0.962343096,1.545454545
198,2.046692607,1.32735426,1.071129707,1.977973568,1.895238095,1.181102362,2,2,0.962343096,1.545454545
199,2.046692607,1.339207048,1.071129707,1.969432314,1.895238095,1.181102362,2,2,0.9625,1.545454545
200,2.046692607,1.339207048,1.078838174,1.969432314,1.896226415,1.182170543,2,2,0.9625,1.540772532
201,2.050387597,1.333333333,1.074380165,1.973913043,1.896226415,1.182170543,2,2,0.958506224,1.538461538
202,2.050387597,1.333333333,1.069958848,1.978354978,1.901408451,1.183908046,2,2,0.959349593,1.538461538
203,2.057692308,1.32173913,1.06557377,1.974358974,1.884792627,1.190114068,2,2,0.959349593,1.544680851
204,2.061302682,1.321888412,1.06122449,1.978723404,1.881818182,1.185606061,2,2,0.959349593,1.550847458
205,2.061302682,1.321888412,1.056910569,1.974789916,1.881818182,1.191729323,2,2,0.959349593,1.550847458
206,2.061302682,1.321888412,1.052631579,1.979079498,1.878923767,1.187265918,2,2,0.959349593,1.550847458
207,2.057034221,1.321888412,1.048387097,1.983333333,1.883928571,1.182835821,2,2,0.963709677,1.550847458
208,2.060377358,1.319148936,1.044176707,1.987551867,1.883928571,1.188888889,2,2,0.963709677,1.550847458
209,2.060377358,1.319148936,1.035856574,1.987755102,1.876106195,1.193430657,2,2,0.972111554,1.550847458
210,2.055970149,1.313559322,1.035856574,1.987755102,1.876106195,1.193430657,2,2,0.972111554,1.550847458
211,2.059479554,1.308016878,1.031746032,1.991869919,1.868421053,1.199275362,2,2,0.964426877,1.543933054
212,2.059259259,1.31092437,1.031746032,1.983870968,1.865800866,1.194945848,2,2,0.964426877,1.543933054
213,2.062730627,1.31120332,1.031746032,1.983870968,1.865800866,1.194945848,2,2,0.964705882,1.556016598
214,2.058608059,1.31120332,1.039370079,1.976,1.88034188,1.182142857,2,2,0.968871595,1.556016598
215,2.054545455,1.31120332,1.054263566,1.976,1.876595745,1.181494662,2,2,0.965384615,1.551440329
216,2.054151625,1.31120332,1.054263566,1.968253968,1.881355932,1.194444444,2,2,0.961685824,1.551440329
217,2.053956835,1.314049587,1.054263566,1.968253968,1.881355932,1.194444444,2,2,0.961685824,1.552845528
218,2.05734767,1.308641975,1.057471264,1.972332016,1.881355932,1.2,2,2,0.958015267,1.558704453
219,2.05734767,1.308641975,1.057471264,1.972332016,1.886075949,1.195876289,2,2,0.958174905,1.558704453
220,2.060714286,1.303278689,1.057471264,1.964705882,1.886075949,1.195876289,2,2,0.958174905,1.564516129
221,2.060498221,1.306122449,1.053435115,1.96875,1.878661088,1.195876289,2,2,0.962546816,1.557768924
222,2.063829787,1.300813008,1.053435115,1.96875,1.864197531,1.195876289,2,2,0.962546816,1.557768924
223,2.056140351,1.303643725,1.049429658,1.965250965,1.864197531,1.201365188,2,2,0.962546816,1.561264822
224,2.056140351,1.309236948,1.049429658,1.957854406,1.868852459,1.197278912,2,2,0.962546816,1.561264822
225,2.055749129,1.320158103,1.045454545,1.961832061,1.865306122,1.196610169,2,2,0.962686567,1.561264822
226,2.06185567,1.309803922,1.041509434,1.965779468,1.862903226,1.192567568,2,2,0.959107807,1.561264822
227,2.061643836,1.317829457,1.037593985,1.96969697,1.862903226,1.192567568,2,2,0.955555556,1.559055118
228,2.061643836,1.317829457,1.037593985,1.962406015,1.86746988,1.188552189,2,2,0.955555556,1.560311284
229,2.061643836,1.317829457,1.044776119,1.962406015,1.86746988,1.188552189,2,2,0.959558824,1.565891473
230,2.061016949,1.325670498,1.051851852,1.962406015,1.86746988,1.188552189,2,2,0.963636364,1.565891473
231,2.064189189,1.320610687,1.051851852,1.962406015,1.858267717,1.184563758,2,2,0.967509025,1.561538462
232,2.066889632,1.320754717,1.051851852,1.962406015,1.859375,1.18,2,2,0.967509025,1.559386973
233,2.063122924,1.320754717,1.04797048,1.966292135,1.859375,1.18,2,2,0.967625899,1.55513308
234,2.063122924,1.320754717,1.044117647,1.970149254,1.857142857,1.176079734,2,2,0.967857143,1.55513308
235,2.063122924,1.320754717,1.044117647,1.970149254,1.861538462,1.177631579,2,2,0.967857143,1.553030303
236,2.066225166,1.315789474,1.047272727,1.973977695,1.86259542,1.173202614,2,2,0.975177305,1.553030303
237,2.066225166,1.315789474,1.057142857,1.977777778,1.856060606,1.172077922,2,2,0.975177305,1.54887218
238,2.059210526,1.315789474,1.053380783,1.981549815,1.856060606,1.172077922,2,2,0.978947368,1.54887218
239,2.059210526,1.320895522,1.069444444,1.97810219,1.857142857,1.167741935,2,2,0.978947368,1.54887218
240,2.062295082,1.32103321,1.069444444,1.971014493,1.861423221,1.169329073,2,2,0.979166667,1.546816479
241,2.062295082,1.326007326,1.069444444,1.957142857,1.861423221,1.174603175,2,2,0.979238754,1.546816479
242,2.062295082,1.326007326,1.069444444,1.95035461,1.865671642,1.170886076,2,2,0.979310345,1.552238806
243,2.055016181,1.326007326,1.065743945,1.947368421,1.869888476,1.167192429,2,2,0.979310345,1.550185874
244,2.054487179,1.328467153,1.068493151,1.951048951,1.869888476,1.167192429,2,2,0.979310345,1.548148148
245,2.054487179,1.328467153,1.064846416,1.954703833,1.874074074,1.16875,2,2,0.979310345,1.548148148
246,2.057324841,1.330935252,1.073825503,1.951724138,1.878228782,1.165109034,2,2,0.979310345,1.548148148
247,2.057324841,1.330935252,1.073825503,1.951724138,1.868613139,1.164596273,2,2,0.982935154,1.544117647
248,2.057142857,1.338078292,1.070234114,1.942372881,1.85,1.164596273,2,2,0.982935154,1.544117647
249,2.057142857,1.342756184,1.072847682,1.945945946,1.846975089,1.164086687,2,2,0.986577181,1.542124542
250,2.057142857,1.347368421,1.072847682,1.939597315,1.849122807,1.156923077,2,2,0.986577181,1.534296029
251,2.057142857,1.351916376,1.065789474,1.946666667,1.853146853,1.153374233,2,2,0.983333333,1.539568345
252,2.057142857,1.360824742,1.065789474,1.946666667,1.847222222,1.153374233,2,2,0.980263158,1.539568345
253,2.05362776,1.365187713,1.064935065,1.953642384,1.84137931,1.153374233,2,2,0.983766234,1.542857143
254,2.05362776,1.369491525,1.064935065,1.941176471,1.845360825,1.149847095,2,2,0.983766234,1.546099291
255,2.053459119,1.371621622,1.064935065,1.935064935,1.845360825,1.149847095,2,2,0.98381877,1.546099291
256,2.053459119,1.371621622,1.064935065,1.935064935,1.839590444,1.149847095,2,2,0.983870968,1.546099291
257,2.05625,1.369127517,1.061488673,1.932475884,1.839590444,1.149847095,2,2,0.980707395,1.540350877
258,2.05625,1.373333333,1.058064516,1.935897436,1.843537415,1.146341463,2,2,0.980769231,1.538461538
259,2.05625,1.373333333,1.058064516,1.935897436,1.847457627,1.142857143,2,2,0.980830671,1.539792388
260,2.05625,1.373333333,1.058064516,1.935897436,1.851351351,1.144578313,2,2,0.987301587,1.534246575
261,2.055727554,1.368770764,1.054662379,1.939297125,1.852348993,1.140718563,2,2,0.984177215,1.528813559
262,2.055214724,1.364238411,1.051282051,1.936708861,1.852348993,1.140718563,2,2,0.984177215,1.528813559
263,2.055045872,1.366336634,1.057324841,1.936708861,1.852348993,1.140718563,2,2,0.981072555,1.530201342
264,2.054878049,1.368421053,1.057324841,1.936708861,1.849498328,1.145400593,2,2,0.977987421,1.530201342
